Time[s], Channel 0, Channel 1, Channel 2, Channel 3, Channel 4, Channel 5, Channel 6, Channel 7
1.311040125,1,1,1,1,1,1,1,1
1.311040188,1,1,1,1,1,1,1,1
1.31104025,1,1,1,1,1,1,1,1
1.311040313,1,1,1,1,1,1,1,1
1.311040375,1,1,1,1,1,1,1,1
1.311040438,1,1,1,1,1,1,1,1
1.3110405,1,1,1,1,1,1,1,1
1.311040563,1,1,1,1,1,1,1,1
1.311040625,1,1,1,1,1,1,1,1
1.311040688,1,1,1,1,1,1,1,1
1.31104075,1,1,1,1,1,1,1,1
1.311040813,1,1,1,1,1,1,1,1
1.311040875,1,1,1,1,1,1,1,1
1.311040938,1,1,1,1,1,1,1,1
1.311041,1,1,1,1,1,1,1,1
1.311041063,1,1,1,1,1,1,1,1
1.311041125,1,1,1,1,1,1,1,1
1.311041188,1,1,1,1,1,1,1,1
1.31104125,1,1,1,1,1,1,1,1
1.311041313,1,1,1,1,1,1,1,1
1.311041375,1,1,1,1,1,1,1,1
1.311041438,1,1,1,1,1,1,1,1
1.3110415,1,1,1,1,1,1,1,1
1.311041563,1,1,1,1,1,1,1,1
1.311041625,1,1,1,1,1,1,1,1
1.311041688,1,1,1,1,1,1,1,1
1.31104175,1,1,1,1,1,1,1,1
1.311041813,1,1,1,1,1,1,1,1
1.311041875,1,1,1,1,1,1,1,1
1.311041938,1,1,1,1,1,1,1,1
1.311042,1,1,1,1,1,1,1,1
1.311042063,1,1,1,1,1,1,1,1
1.311042125,1,1,1,1,1,1,1,1
1.311042188,1,1,1,1,1,1,1,1
1.31104225,1,1,1,1,1,1,1,1
1.311042313,1,1,1,1,1,1,1,1
1.311042375,1,1,1,1,1,1,1,1
1.311042438,1,1,1,1,1,1,1,1
1.3110425,1,1,1,1,1,1,1,1
1.311042563,1,1,1,1,1,1,1,1
1.311042625,1,1,1,1,1,1,1,1
1.311042688,1,1,1,1,1,1,1,1
1.31104275,1,1,1,1,1,1,1,1
1.311042813,1,1,1,1,1,1,1,1
1.311042875,1,1,1,1,1,1,1,1
1.311042938,1,1,1,1,1,1,1,1
1.311043,1,1,1,1,1,1,1,1
1.311043063,1,1,1,1,1,1,1,1
1.311043125,1,1,1,1,1,1,1,1
1.311043188,1,1,1,1,1,1,1,1
1.31104325,1,1,1,1,1,1,1,1
1.311043313,1,1,1,1,1,1,1,1
1.311043375,1,1,1,1,1,1,1,1
1.311043438,1,1,1,1,1,1,1,1
1.3110435,1,1,1,1,1,1,1,1
1.311043563,1,1,1,1,1,1,1,1
1.311043625,1,1,1,1,1,1,1,1
1.311043688,1,1,1,1,1,1,1,1
1.31104375,1,1,1,1,1,1,1,1
1.311043813,1,1,1,1,1,1,1,1
1.311043875,1,1,1,1,1,1,1,1
1.311043938,1,1,1,1,1,1,1,1
1.311044,1,1,1,1,1,1,1,1
1.311044063,1,1,1,1,1,1,1,1
1.311044125,1,1,1,1,1,1,1,1
1.311044188,1,1,1,1,1,1,1,1
1.31104425,1,1,1,1,1,1,1,1
1.311044313,1,1,1,1,1,1,1,1
1.311044375,1,1,1,1,1,1,1,1
1.311044438,1,1,1,1,1,1,1,1
1.3110445,1,1,1,1,1,1,1,1
1.311044563,1,1,1,1,1,1,1,1
1.311044625,1,1,1,1,1,1,1,1
1.311044688,1,1,1,1,1,1,1,1
1.31104475,1,1,1,1,1,1,1,1
1.311044813,1,1,1,1,1,1,1,1
1.311044875,1,1,1,1,1,1,1,1
1.311044938,1,1,1,1,1,1,1,1
1.311045,1,1,1,1,1,1,1,1
1.311045063,1,1,1,1,1,1,1,1
1.311045125,1,1,1,1,1,1,1,1
1.311045188,1,1,1,1,1,1,1,1
1.31104525,1,1,1,1,1,1,1,1
1.311045313,1,1,1,1,1,1,1,1
1.311045375,1,1,1,1,1,1,1,1
1.311045438,1,1,1,1,1,1,1,1
1.3110455,1,1,1,1,1,1,1,1
1.311045563,1,1,1,1,1,1,1,1
1.311045625,1,1,1,1,1,1,1,1
1.311045688,1,1,1,1,1,1,1,1
1.31104575,1,1,1,1,1,1,1,1
1.311045813,1,1,1,1,1,1,1,1
1.311045875,1,1,1,1,1,1,1,1
1.311045938,1,1,1,1,1,1,1,1
1.311046,1,1,1,1,1,1,1,1
1.311046063,1,1,1,1,1,1,1,1
1.311046125,1,1,1,1,1,1,1,1
1.311046188,1,1,1,1,1,1,1,1
1.31104625,1,1,1,1,1,1,1,1
1.311046313,1,1,1,1,1,1,1,1
1.311046375,1,1,1,1,1,1,1,1
